id,season_code,flag_holiday,flag_working,category_weather,feature_temp,feature_feel_temp,feature_humidity,feature_wind,demand,Year,Hour,Day_of_Week,Month
5449,4,0,1,1,0.34,0.3485,0.87,0.1045,46,2011,0,1,10
5450,4,0,1,2,0.4,0.4091,0.87,0.1343,306,2012,13,1,12
5451,2,0,1,2,0.3,0.2727,0.7,0.3284,151,2011,12,4,3
5452,3,1,0,1,0.8,0.7273,0.46,0.1343,585,2011,18,1,7
5453,2,0,1,1,0.32,0.3333,0.21,0.1343,107,2011,21,1,3
5454,1,0,1,2,0.24,0.2273,0.87,0.2239,26,2012,3,4,12
5455,3,0,1,1,0.62,0.5758,0.83,0.1642,226,2011,22,1,9
5456,2,0,1,2,0.58,0.5455,0.83,0.1045,40,2012,2,2,5
5457,1,0,1,2,0.44,0.4394,0.44,0.2537,146,2011,11,4,2
5458,3,0,1,1,0.76,0.7424,0.75,0.2239,1149,2012,18,2,9
5459,2,0,1,1,0.62,0.6212,0.46,0.3582,325,2011,9,1,6
5460,2,0,0,2,0.36,0.3485,0.87,0.1642,56,2012,6,6,3
5461,1,0,1,2,0.14,0.1212,0.5,,151,2011,9,1,1
5462,3,0,1,2,0.74,0.697,0.7,0.0,202,2011,15,4,8
5463,1,0,1,2,0.44,0.4394,0.62,0.0896,411,2011,18,4,12
5464,3,0,0,1,0.76,0.7121,0.58,0.2239,757,2012,12,6,8
5465,3,0,1,1,0.7,0.6515,0.48,0.2836,187,2011,10,1,8
5466,3,0,1,1,0.72,0.6818,0.62,0.2239,434,2011,20,1,8
5467,4,0,1,1,0.2,0.2576,0.69,0.0,32,2012,2,1,11
5468,1,0,0,1,0.2,0.1818,0.47,0.2985,28,2011,6,0,2
5469,4,0,1,3,0.52,0.5,0.77,0.2537,116,2011,7,3,10
5470,1,0,1,2,0.32,0.3485,0.57,0.0,376,2012,19,5,2
5471,3,0,1,1,0.66,0.6061,0.83,0.0896,448,2011,18,5,7
5472,2,0,1,2,0.66,0.5909,0.89,0.2836,345,2012,16,2,6
5473,4,0,1,1,0.4,0.4091,0.87,0.1045,32,2011,4,5,10
5474,3,0,1,1,0.82,0.7273,0.38,0.2985,347,2011,12,3,8
5475,2,0,1,2,0.48,0.4697,0.55,0.0896,33,2012,3,4,4
5476,2,0,1,1,0.8,0.7273,0.43,0.2537,747,2011,17,2,6
5477,3,0,0,1,0.8,0.7727,0.59,0.194,192,2011,22,6,7
5478,2,0,1,1,0.8,0.7273,0.46,0.3284,666,2011,18,4,5
5479,2,0,1,2,0.36,0.3636,0.87,0.1045,138,2011,14,3,3
5480,2,0,1,1,0.66,0.6212,0.39,0.1343,176,2011,6,4,6
5481,3,0,1,1,0.58,0.5455,0.88,0.1045,219,2011,6,3,9
5482,1,0,0,1,0.36,0.3333,0.43,0.3881,107,2012,0,6,2
5483,2,0,1,2,0.54,0.5152,0.88,,380,2011,7,2,5
5484,1,0,0,2,0.44,0.4394,0.77,0.2985,172,2011,15,6,1
5485,2,0,0,2,0.32,0.303,,0.2239,48,2011,2,6,4
5486,3,0,1,1,0.66,0.6061,0.83,0.0896,37,2011,4,5,6
5487,4,0,1,3,0.62,0.5455,0.94,0.0,554,2012,19,2,10
5488,1,0,0,2,0.4,0.4091,0.82,0.2836,68,2011,2,0,3
5489,1,0,1,1,0.38,0.3939,0.32,0.3582,238,2012,20,5,3
5490,2,0,0,1,0.62,0.5606,,0.1045,107,2011,2,0,5
5491,4,0,1,2,0.52,0.5,0.94,0.0896,40,2011,1,2,10
5492,4,0,1,1,0.46,0.4545,0.63,0.1343,222,2011,11,2,11
5493,4,0,0,2,0.66,0.6061,,0.0,490,2011,14,0,9
5494,4,0,1,3,0.54,0.5152,0.94,,130,2011,14,3,10
5495,2,0,1,1,0.66,0.6212,0.39,0.2985,416,2012,15,1,6
5496,4,0,1,1,0.7,0.6667,0.74,0.2537,242,2011,13,3,9
5497,4,0,1,3,0.46,0.4545,0.94,0.2537,68,2011,11,2,12
5498,1,0,1,2,0.18,0.197,0.93,0.1642,322,2012,7,2,1
5499,1,0,1,1,0.26,0.2879,0.35,0.0,138,2011,12,4,1
5500,1,0,0,1,0.38,0.3939,0.43,0.2239,495,2012,12,0,1
5501,3,1,0,2,0.66,0.6061,0.78,0.194,160,2011,8,1,9
5502,3,0,0,1,0.8,0.7273,,0.194,548,2011,15,6,8
5503,2,0,1,3,0.52,0.5,0.94,0.2985,37,2011,3,3,5
5504,1,0,0,3,0.42,0.4242,0.88,0.1642,81,2012,7,0,3
5505,1,0,1,1,0.48,0.4697,0.41,0.3284,465,2012,19,4,3
5506,2,0,0,1,0.52,0.5,0.63,0.1343,140,2011,8,0,5
5507,1,0,0,1,0.38,0.3939,0.62,0.1642,117,2011,21,0,2
5508,2,0,1,2,0.42,0.4242,0.47,0.4627,290,2011,7,4,4
5509,1,0,1,3,0.36,0.3485,0.93,0.194,28,2012,4,4,1
5510,3,0,0,3,0.58,0.5455,0.88,0.2537,48,2012,5,6,7
5511,4,0,1,1,0.28,0.303,0.61,0.0896,211,2011,21,4,12
5512,3,0,1,3,0.66,0.6212,0.74,0.1642,743,2011,17,3,9
5513,3,0,0,1,0.72,0.697,0.74,,44,2012,4,0,8
5514,2,0,1,1,0.76,0.7121,0.62,0.2985,289,2012,11,2,5
5515,3,0,0,1,0.62,0.5909,0.73,,53,2011,6,0,7
5516,3,0,0,1,0.54,0.5152,0.64,0.1642,197,2012,8,0,9
5517,4,0,1,2,0.5,0.4848,,0.4627,456,2011,17,4,10
5518,3,0,0,1,0.82,0.7576,,0.2537,537,2012,17,0,8
5519,2,0,0,1,0.52,0.5,0.72,0.0896,89,2012,7,0,6
5520,2,0,1,1,0.56,0.5303,0.49,0.2239,581,2012,20,2,6
5521,1,0,0,2,0.22,0.1818,0.47,0.6567,170,2012,18,6,2
5522,4,0,1,3,0.6,0.5152,0.94,0.0896,219,2011,20,3,10
5523,2,0,1,1,0.18,0.2121,,0.1045,32,2011,4,5,3
5524,2,0,0,1,0.42,0.4242,0.67,0.1343,42,2012,5,6,5
5525,1,0,1,2,0.26,0.2576,1.0,0.1642,251,2012,20,1,1
5526,3,0,0,1,0.7,0.6667,0.79,0.3284,333,2012,8,6,9
5527,2,0,0,2,0.8,0.7273,0.46,0.194,553,2011,16,6,6
5528,1,0,0,1,0.36,0.3636,0.4,0.1045,331,2011,12,0,3
5529,3,0,0,3,0.64,0.5909,0.78,0.1642,389,2012,11,0,8
5530,1,0,1,1,0.4,0.4091,0.37,0.0896,679,2012,17,5,2
5531,3,0,0,1,0.64,0.6212,0.57,0.2836,81,2011,7,6,6
5532,3,0,1,2,0.74,0.697,0.66,0.1343,42,2011,1,2,7
5533,1,0,1,1,0.36,0.3485,0.21,0.194,612,2012,17,1,1
5534,1,0,1,1,0.26,0.2273,0.65,0.3582,304,2012,8,4,12
5535,2,0,0,1,0.5,0.4848,0.72,0.0896,586,2012,17,0,3
5536,3,0,1,1,0.74,0.6667,0.51,0.3284,280,2011,14,2,9
5537,3,0,1,1,0.76,0.7273,0.66,0.1045,406,2011,20,2,7
5538,1,0,1,2,0.3,0.303,0.81,0.1343,170,2012,10,4,1
5539,4,0,1,2,0.6,0.5455,0.88,0.0896,174,2011,6,4,9
5540,1,0,1,1,0.44,0.4394,0.62,0.4925,198,2012,15,2,1
5541,3,0,1,1,0.7,0.6667,0.74,0.194,83,2012,1,5,8
5542,4,0,1,2,0.38,0.3939,0.87,0.2537,272,2011,20,2,11
5543,2,0,1,2,0.6,0.5152,0.94,0.194,38,2011,2,2,5
5544,4,0,1,2,0.76,0.6818,0.45,0.0896,371,2012,14,4,9
5545,1,0,1,2,0.16,0.1515,0.55,0.2239,234,2011,18,1,1
5546,3,0,1,2,0.62,0.5455,0.94,0.1642,144,2011,20,4,9
5547,4,0,1,1,0.54,0.5152,0.83,0.194,751,2012,19,4,10
5548,2,0,0,2,0.36,0.3485,0.76,0.1642,108,2012,1,0,4
5549,4,0,0,2,0.56,0.5303,0.68,0.2836,166,2012,23,0,10
5550,1,0,1,1,0.46,0.4545,,0.4179,182,2011,15,3,2
5551,3,0,0,1,0.6,0.6212,0.43,0.0896,467,2012,20,6,9
5552,4,0,1,2,0.4,0.4091,0.5,0.2239,273,2012,14,4,11
5553,1,0,1,2,0.28,0.2727,0.75,0.1642,34,2012,2,4,1
5554,3,1,0,1,0.72,0.6818,0.76,0.1045,375,2012,20,1,9
5555,3,0,1,1,0.66,0.6212,0.69,0.0,88,2012,0,3,8
5556,1,0,0,1,0.18,0.2121,0.74,0.0896,83,2011,20,6,1
5557,4,0,0,1,0.34,0.3636,,,33,2011,4,0,10
5558,1,0,0,1,0.42,0.4242,0.32,0.0,325,2011,16,0,3
5559,4,0,0,2,0.4,0.4091,0.82,0.194,258,2012,19,0,12
5560,1,0,1,1,0.2,0.1818,0.64,0.2836,28,2011,5,2,3
5561,2,0,1,2,0.5,0.4848,0.63,0.2239,175,2011,13,1,3
5562,2,0,1,1,0.48,0.4697,0.31,0.2537,678,2012,19,4,4
5563,1,0,0,1,0.22,0.2273,0.47,0.194,52,2012,1,0,12
5564,2,0,1,2,0.6,0.5758,0.78,0.2537,318,2011,9,1,6
5565,2,0,1,2,0.34,0.3333,0.76,0.1642,239,2011,7,4,4
5566,3,0,0,1,0.74,0.6515,0.4,0.1343,619,2011,14,0,6
5567,1,0,1,1,0.4,0.4091,0.65,0.194,61,2011,23,3,3
5568,2,0,0,2,0.56,0.5303,0.88,0.194,389,2011,17,6,5
5569,3,0,1,1,0.82,0.7424,0.41,0.1343,1155,2012,18,1,8
5570,1,0,1,1,0.34,0.2879,0.53,0.5224,206,2012,21,5,1
5571,3,0,1,1,0.64,0.6212,0.57,0.2985,38,2011,2,4,7
5572,1,0,1,2,0.16,0.197,0.8,0.0896,88,2011,15,2,1
5573,1,0,1,3,0.3,0.2879,0.93,,36,2011,0,3,3
5574,1,0,1,1,0.4,0.4091,0.76,0.2239,26,2012,4,4,2
5575,4,0,1,1,0.46,0.4545,0.82,0.1343,32,2011,3,5,12
5576,1,0,1,1,0.26,0.2576,0.65,0.194,180,2012,10,5,1
5577,2,0,0,1,0.58,0.5455,0.83,0.2537,50,2011,6,6,5
5578,3,0,1,1,0.74,0.697,0.66,0.194,695,2012,20,3,8
5579,2,0,1,3,0.5,0.4848,0.77,0.1642,69,2012,0,4,5
5580,3,0,1,2,0.5,0.4848,0.77,0.194,63,2011,5,1,9
5581,4,0,1,1,0.26,0.2424,0.52,0.2537,138,2011,22,4,11
5582,1,0,1,2,0.2,0.2273,0.34,0.0896,215,2012,20,5,1
5583,2,0,1,1,0.32,0.3182,0.66,0.1642,820,2012,8,5,3
5584,4,0,1,2,0.36,0.3333,0.53,0.2836,239,2011,12,3,11
5585,3,1,0,2,0.7,0.6667,0.84,0.1343,187,2012,22,1,9
5586,2,0,1,3,0.3,0.2727,0.87,0.4179,49,2011,7,1,3
5587,2,1,0,1,0.88,0.803,0.39,0.0,463,2011,14,1,5
5588,4,0,1,1,0.52,0.5,0.32,0.0896,491,2012,14,4,10
5589,1,0,0,2,0.28,0.2727,0.52,0.2537,367,2012,12,0,2
5590,2,0,1,1,0.7,0.6515,0.65,0.4925,210,2011,15,3,4
5591,4,0,1,2,0.36,0.3485,0.76,0.194,180,2011,21,1,10
5592,2,0,1,2,0.36,0.3788,0.53,0.0,294,2012,11,5,3
5593,1,0,1,1,0.3,0.2727,0.49,0.4179,50,2011,0,2,2
5594,1,0,1,1,0.28,0.2424,0.45,0.4925,147,2011,19,3,2
5595,4,0,0,2,0.38,0.3939,0.66,0.2537,416,2011,11,0,10
5596,1,0,1,2,0.46,0.4545,,0.2836,33,2012,2,4,3
5597,1,0,1,1,0.46,0.4545,0.63,0.3881,40,2012,2,4,3
5598,2,0,0,2,0.36,0.3485,0.81,,394,2012,9,0,4
5599,3,0,1,1,0.68,0.6364,0.79,0.0,29,2012,3,2,7
5600,2,0,1,2,0.6,0.6212,0.46,0.1642,383,2012,13,2,6
5601,1,0,1,2,0.2,0.2273,0.64,0.0896,218,2011,9,2,1
5602,3,0,1,1,0.64,0.5606,0.94,0.0896,306,2011,20,5,9
5603,3,0,1,1,0.64,0.6061,0.69,0.0896,312,2011,9,2,9
5604,4,0,0,1,0.36,0.3788,0.81,0.0,87,2011,0,0,11
5605,2,0,1,2,0.32,0.2879,0.36,0.3582,326,2011,17,5,3
5606,4,0,1,1,0.36,0.3333,0.43,0.2537,312,2012,13,3,11
5607,2,0,0,1,0.84,0.7121,0.24,0.0,688,2012,17,6,6
5608,1,0,1,1,0.2,0.197,0.47,0.2239,290,2012,9,1,1
5609,1,0,1,1,0.26,0.2273,0.44,0.3582,187,2012,21,4,1
5610,2,0,0,1,0.64,0.6061,,0.2537,615,2011,16,0,5
5611,3,0,1,1,0.66,0.6061,0.78,0.194,69,2011,0,3,6
5612,1,0,1,2,0.16,0.2273,,0.0,152,2011,7,4,1
5613,2,0,1,1,0.72,0.6515,0.39,0.2239,954,2012,18,5,6
5614,1,0,1,1,0.24,0.2273,0.75,0.194,40,2011,5,2,3
5615,4,0,1,2,0.32,0.3485,0.57,0.0,215,2011,10,3,12
5616,4,0,1,1,0.26,0.303,0.75,0.0,30,2011,4,3,12
5617,2,0,0,1,0.34,0.3333,0.34,0.0,217,2011,16,0,3
5618,3,0,1,1,0.74,0.697,0.66,0.1642,147,2011,23,1,7
5619,1,0,0,3,0.2,0.2273,1.0,0.0896,37,2011,5,6,2
5620,3,0,1,1,0.8,0.7727,0.59,0.0896,221,2012,23,4,6
5621,3,0,1,1,0.72,0.6818,0.7,0.194,34,2012,2,4,7
5622,4,0,1,3,0.44,0.4394,1.0,0.194,58,2011,14,3,12
5623,3,0,1,1,0.7,0.6515,0.7,0.2239,44,2012,2,1,6
5624,2,0,1,1,0.62,0.5606,0.88,0.1343,260,2011,22,5,6
5625,1,0,1,1,0.34,0.3485,0.34,0.0896,162,2011,16,2,3
5626,2,0,0,2,0.64,0.6212,0.27,0.4478,909,2012,14,6,4
5627,2,0,0,2,0.52,0.5,1.0,0.1343,92,2011,2,0,5
5628,3,0,1,1,0.66,0.2424,0.65,0.1045,97,2012,1,5,8
5629,4,1,0,2,0.36,0.3485,0.71,0.2239,557,2012,8,1,10
5630,2,0,0,2,0.5,0.4848,1.0,0.0,61,2011,7,0,4
5631,2,0,1,1,0.74,0.6515,0.3,0.3582,616,2011,18,3,4
5632,2,0,0,2,0.36,0.3485,0.87,0.194,46,2012,3,0,4
5633,1,0,1,1,0.2,0.197,0.55,0.2239,69,2011,6,3,2
5634,4,0,0,2,0.28,0.2727,0.56,0.2239,103,2011,2,6,12
5635,4,0,1,1,0.5,0.4848,0.77,0.0,301,2012,21,5,10
5636,2,0,1,1,0.76,0.6667,0.31,0.1642,1133,2012,17,4,5
5637,1,0,1,1,0.34,0.3636,0.93,0.0,274,2011,7,4,12
5638,4,0,0,1,0.44,0.4394,0.67,0.1343,584,2012,15,0,12
5639,1,0,1,1,0.24,0.2879,0.48,,147,2011,21,3,2
5640,3,0,1,1,0.62,0.6212,0.53,0.1642,37,2011,3,5,8
5641,1,0,1,2,0.46,0.4545,0.55,0.0,48,2012,1,4,2
5642,4,0,1,1,0.58,0.5455,0.49,0.2836,608,2012,16,2,12
5643,4,0,0,1,0.64,0.6212,0.44,0.0896,635,2011,12,0,10
5644,2,0,1,2,0.52,0.5,0.83,0.2239,202,2011,22,5,5
5645,1,0,0,3,0.22,0.197,0.75,0.4179,221,2012,16,6,2
5646,4,0,1,1,0.36,0.3485,0.5,0.2239,250,2012,21,2,12
5647,3,0,1,1,0.72,0.6818,0.7,0.1343,920,2012,8,5,8
5648,4,0,1,2,0.52,0.5,0.77,0.1045,633,2011,17,3,10
5649,1,0,0,1,0.28,0.2879,0.65,0.1045,49,2012,3,6,2
5650,4,0,1,3,0.62,0.5758,0.83,0.2537,384,2011,18,4,10
5651,4,0,1,2,0.52,0.5,0.83,0.1045,1098,2012,8,3,10
5652,2,0,1,1,0.52,0.5,0.59,0.194,357,2012,22,4,4
5653,2,0,0,1,0.64,0.5909,0.78,0.1343,101,2011,7,6,6
5654,3,0,1,1,0.72,0.6515,0.34,0.194,720,2011,18,2,8
5655,2,0,0,1,0.66,0.6061,0.78,0.2239,229,2011,22,0,6
5656,4,0,0,1,0.26,0.2424,0.6,0.2836,71,2011,7,6,11
5657,1,0,1,3,0.48,0.4697,0.82,0.0896,371,2012,17,5,3
5658,4,0,0,1,0.22,0.2576,0.75,0.0896,60,2011,7,6,12
5659,2,0,0,2,0.7,0.6364,0.42,0.194,643,2012,19,6,6
5660,1,0,0,1,0.3,0.2727,0.45,0.4179,100,2011,9,6,12
5661,2,0,1,1,0.6,0.6212,0.38,0.3582,54,2011,1,5,6
5662,1,0,1,1,0.3,0.3182,0.61,,174,2011,19,1,1
5663,3,0,1,1,0.76,0.2424,0.52,0.2836,431,2012,11,5,8
5664,2,0,1,1,0.56,0.5303,0.43,,361,2012,22,4,5
5665,1,1,0,2,0.32,0.303,,0.2537,92,2012,17,2,12
5666,4,0,1,1,0.4,0.4091,0.71,0.0,292,2012,23,2,10
5667,2,0,0,1,0.72,0.6515,0.45,0.2537,703,2011,15,6,5
5668,2,0,1,1,0.64,0.6212,0.44,0.3582,556,2012,21,3,6
5669,1,0,1,1,0.34,0.3333,0.87,0.1343,230,2012,11,2,1
5670,3,0,0,1,0.88,0.8182,0.44,0.4627,726,2012,13,0,8
5671,3,0,0,1,0.7,0.6667,0.79,0.194,290,2011,11,0,8
5672,1,0,1,2,0.22,0.2727,0.87,0.0,136,2011,20,2,1
5673,1,0,0,1,0.24,0.2121,0.52,0.2985,61,2011,1,6,2
5674,3,0,0,1,0.74,0.6818,0.62,0.1045,250,2012,0,6,9
5675,3,0,0,1,0.74,0.6515,,0.1642,767,2012,18,6,8
5676,3,0,1,1,0.58,0.5455,0.53,0.0896,280,2012,10,4,9
5677,1,0,1,1,0.24,0.197,,0.4925,351,2011,8,2,2
5678,1,0,0,3,0.22,0.2576,0.93,0.0896,30,2011,7,6,2
5679,1,0,1,1,0.4,0.4091,0.4,0.2239,652,2012,18,3,2
5680,1,0,1,1,0.36,0.3333,0.4,0.2836,152,2011,14,5,3
5681,3,0,1,1,0.4,0.4091,0.71,0.2836,426,2011,7,5,9
5682,1,0,1,1,0.32,0.3333,0.76,0.0896,430,2012,7,3,2
5683,4,0,1,1,0.24,0.2121,0.6,0.2985,41,2012,1,3,11
5684,3,0,0,1,0.68,0.6364,0.79,0.194,111,2011,2,0,8
5685,1,0,1,2,0.34,0.303,0.76,0.3284,175,2011,16,3,3
5686,3,0,1,1,0.84,0.7727,0.47,0.2239,694,2012,16,5,7
5687,4,0,1,1,0.6,0.5909,0.69,0.1642,1212,2012,17,4,10
5688,4,0,0,2,0.44,0.4394,0.77,0.194,154,2012,22,0,12
5689,2,0,1,2,0.5,0.4848,1.0,0.1045,38,2011,3,1,4
5690,2,0,0,2,0.38,0.3939,0.94,0.2985,116,2011,9,6,4
5691,4,0,1,1,0.28,0.3182,0.61,,199,2012,23,4,11
5692,1,0,0,2,0.4,0.4091,0.94,0.1045,40,2012,6,0,3
5693,3,0,1,2,0.66,0.6212,0.57,0.2239,265,2011,22,4,9
5694,2,0,1,1,0.82,0.7727,0.52,0.1343,249,2012,10,3,6
5695,2,0,1,3,0.34,0.303,0.93,0.3881,53,2011,6,3,5
5696,1,0,1,1,0.22,0.2121,0.44,0.2537,132,2012,6,1,1
5697,1,0,1,1,0.26,0.2273,0.48,0.2985,101,2011,10,4,1
5698,3,0,0,1,0.76,0.6818,0.45,0.2985,691,2011,13,6,7
5699,1,0,1,1,0.38,0.3939,0.5,0.2985,268,2011,16,5,12
5700,1,0,1,1,0.16,0.1515,0.64,0.194,37,2012,5,1,12
5701,1,0,0,2,0.22,0.197,1.0,0.3881,38,2011,22,0,3
5702,1,0,1,3,0.14,0.2121,0.93,0.0,29,2011,5,2,2
5703,4,0,0,1,0.22,0.2273,0.44,0.194,73,2012,1,0,11
5704,4,0,1,1,0.66,0.6212,,0.2985,814,2011,17,4,9
5705,4,1,0,1,0.22,0.2273,0.75,0.1343,100,2012,7,4,11
5706,3,0,1,1,0.74,0.697,0.66,0.1045,121,2011,23,1,8
5707,3,1,0,1,0.68,0.6364,0.69,0.2537,46,2012,4,3,7
5708,3,0,1,1,0.6,0.5606,0.83,0.1642,38,2012,1,1,8
5709,4,0,1,1,0.68,0.6364,0.51,0.2985,249,2011,14,4,9
5710,2,0,0,1,0.72,0.6818,0.62,0.2239,541,2011,13,6,5
5711,3,0,0,1,0.66,0.6212,0.54,0.2239,184,2012,8,0,8
5712,3,0,1,2,0.86,0.7576,0.36,0.2239,633,2011,19,2,8
5713,4,0,1,1,0.3,0.2879,0.52,0.194,486,2012,19,4,11
5714,2,0,0,1,0.64,0.6061,0.73,,268,2012,8,0,6
5715,3,0,1,1,0.66,0.6061,0.83,0.1045,92,2012,5,2,7
5716,2,0,1,1,0.52,0.5,0.72,0.1642,179,2011,23,5,5
5717,2,0,0,1,0.8,0.7576,0.55,0.2239,490,2011,12,6,6
5718,4,0,1,2,0.32,0.2879,0.51,0.3582,222,2012,11,3,11
5719,2,0,1,1,0.9,0.8333,0.39,0.1343,359,2011,16,2,5
5720,1,0,1,2,0.26,0.2273,0.44,0.4179,146,2012,22,4,1
5721,3,0,0,1,0.46,0.4545,0.82,0.0896,131,2011,2,6,9
5722,3,0,1,1,0.68,0.6364,0.83,0.194,490,2011,7,2,6
5723,4,0,1,1,0.6,0.6061,0.6,0.0896,540,2012,9,5,10
5724,1,0,1,2,0.24,0.2576,0.93,0.1045,171,2011,9,3,1
5725,3,0,0,1,0.7,0.6515,0.65,0.2239,195,2012,8,0,7
5726,1,0,1,1,0.24,0.2576,0.41,0.1045,117,2011,11,3,2
5727,4,0,1,1,0.48,0.4697,0.77,0.0,348,2011,9,5,10
5728,2,0,0,1,0.7,0.6667,0.74,0.194,722,2012,11,6,5
5729,2,0,1,1,0.68,0.6212,0.22,0.3582,521,2012,16,2,4
5730,4,0,1,1,0.52,0.5,0.45,0.0,420,2011,16,1,11
5731,2,0,1,2,0.54,0.5152,0.64,0.2239,160,2011,14,1,3
5732,3,0,1,1,0.94,0.8788,0.38,0.194,345,2012,13,5,6
5733,3,1,0,1,0.66,0.5909,0.89,0.0896,40,2012,4,1,9
5734,1,0,1,1,0.42,0.4242,0.77,0.1642,234,2012,14,4,1
5735,3,0,0,1,0.74,0.6818,0.62,0.2239,302,2011,21,0,7
5736,2,0,0,1,0.46,0.4545,,0.0,41,2012,5,6,5
5737,2,0,0,1,0.62,0.6212,0.41,0.0896,724,2012,11,6,5
5738,1,0,1,1,0.28,0.2576,0.45,0.2985,460,2012,7,2,2
5739,3,0,1,2,0.6,0.5909,0.69,0.4179,206,2011,15,4,9
5740,3,0,0,1,0.74,0.6515,0.4,0.1343,648,2012,19,0,8
5741,3,0,1,3,0.54,0.5152,,0.2537,103,2011,23,2,9
5742,2,0,1,1,0.7,0.6515,0.65,0.1045,80,2012,0,1,6
5743,3,0,1,2,0.76,0.7121,0.62,0.2836,274,2011,13,4,6
5744,3,0,1,1,0.8,0.7121,0.41,0.2985,238,2011,15,2,8
5745,4,0,0,1,0.4,0.4091,0.4,0.3284,608,2012,16,0,11
5746,1,1,0,2,0.18,0.1667,0.55,0.2537,148,2011,18,1,1
5747,2,0,0,1,0.68,0.6364,0.74,0.0896,121,2011,2,0,6
5748,1,0,1,2,0.24,0.2273,0.56,0.194,325,2012,12,1,12
5749,4,0,0,2,0.26,0.2576,0.41,0.2239,296,2012,12,0,11
5750,3,0,1,1,0.7,0.6515,0.58,0.1045,207,2012,6,1,7
5751,2,0,1,1,0.5,0.4848,0.59,0.0896,91,2012,1,5,5
5752,2,0,1,1,0.78,0.7424,0.62,0.1045,361,2011,20,2,5
5753,3,0,0,1,0.74,0.7121,0.74,0.0,695,2012,18,0,9
5754,1,0,1,3,0.38,0.3939,0.94,0.1343,30,2011,3,5,12
5755,4,0,1,1,0.46,0.4545,0.82,0.0,584,2011,8,5,10
5756,4,1,0,2,0.7,0.6515,0.48,0.0896,514,2011,12,1,10
5757,2,0,1,1,0.34,0.3636,0.71,0.0,546,2012,7,3,4
5758,1,0,0,1,0.14,0.2121,0.86,0.0,57,2011,1,6,2
5759,2,0,0,1,0.54,0.5152,0.56,0.1343,187,2012,1,0,6
5760,2,0,1,1,0.64,0.6061,0.65,0.194,368,2012,15,3,5
5761,2,0,0,2,0.66,0.6212,0.5,0.4179,479,2012,19,0,5
5762,3,0,0,3,0.8,0.7424,0.49,0.8507,505,2011,17,0,7
5763,3,0,1,2,0.7,0.6515,0.65,0.1045,201,2012,23,1,7
5764,3,0,0,2,0.64,0.5758,0.89,0.1045,96,2011,1,6,7
5765,4,0,1,2,0.52,0.5,0.77,0.194,46,2011,1,3,10
5766,1,0,1,1,0.24,0.2879,0.65,0.0,45,2011,0,1,2
5767,4,0,1,2,0.5,0.4848,0.94,0.194,142,2011,22,2,11
5768,3,0,1,1,0.86,0.8485,,0.4179,221,2011,15,1,7
5769,1,0,1,1,0.28,0.2576,0.61,0.3881,170,2012,6,3,3
5770,4,0,1,2,0.32,0.3182,0.61,0.194,458,2012,9,4,11
5771,3,0,1,1,0.72,0.6667,0.54,0.194,34,2012,3,4,7
5772,2,0,1,2,0.42,0.4242,0.38,0.2239,384,2012,11,4,4
5773,2,0,1,2,0.7,0.6667,0.74,0.3582,440,2012,12,5,6
5774,4,0,1,3,0.46,0.4545,0.88,0.2239,52,2011,5,2,12
5775,4,0,0,2,0.3,0.3333,0.87,0.0,222,2012,22,6,12
5776,2,0,1,1,0.52,0.5,,0.0,139,2011,21,3,5
5777,2,0,1,2,0.48,0.4697,1.0,0.0896,71,2012,5,4,3
5778,4,0,1,1,0.3,0.3333,0.87,0.0,63,2011,5,3,11
5779,1,1,0,1,0.36,0.3182,0.43,0.4627,159,2011,12,1,12
5780,3,0,1,2,0.7,0.6667,0.79,0.2985,79,2012,5,3,9
5781,3,1,0,1,0.68,0.6364,0.74,0.194,68,2012,3,3,7
5782,4,0,1,2,0.48,0.4697,0.94,0.2537,46,2011,0,3,11
5783,1,0,0,1,0.3,0.2879,0.52,0.2836,117,2012,0,6,1
5784,1,0,0,1,0.14,0.1364,0.43,0.2239,158,2011,11,0,1
5785,2,0,0,2,0.64,0.6061,0.69,0.1045,474,2011,11,0,6
5786,3,0,1,1,0.76,0.6667,0.35,0.2239,253,2011,11,3,6
5787,3,0,0,2,0.8,0.7879,0.63,0.0896,54,2011,6,0,7
5788,1,0,0,1,0.28,0.2424,0.38,0.4179,203,2012,16,0,12
5789,3,0,0,3,0.66,0.5909,0.89,0.2836,163,2011,9,0,8
5790,3,0,1,2,0.68,0.6364,0.79,0.1642,928,2012,8,3,7
5791,2,0,0,3,0.38,0.3939,0.87,0.4478,73,2012,16,0,4
5792,4,0,1,1,0.52,0.5,0.77,0.1045,134,2011,23,4,9
5793,2,0,1,2,0.28,0.2576,0.38,0.3284,83,2011,22,5,3
5794,3,0,1,2,0.64,0.6061,0.65,0.4179,253,2011,14,4,9
5795,3,0,1,1,0.56,0.5303,0.68,0.1045,42,2011,1,2,8
5796,4,0,1,2,0.34,0.303,0.71,0.2985,183,2012,6,2,12
5797,4,0,1,1,0.26,0.2727,0.65,0.1045,201,2012,6,5,11
5798,3,0,1,1,0.56,0.5303,0.83,0.0896,71,2012,5,2,8
5799,1,0,0,2,0.4,0.4091,0.87,0.0,250,2012,10,6,3
5800,1,0,0,1,0.34,0.3333,0.29,0.0,290,2011,13,0,2
5801,1,0,1,2,0.3,0.3182,0.75,0.1045,63,2012,5,4,1
